iter	Passed	Remaining
142	3271	19603
143	3288	19547
144	3305	19489
145	3326	19459
146	3345	19412
147	3363	19361
148	3381	19315
149	3401	19272
150	3418	19221
151	3437	19179
152	3458	19146
153	3477	19105
154	3495	19056
155	3513	19010
156	3534	18977
157	3552	18931
158	3569	18881
159	3588	18840
160	3606	18794
161	3629	18773
162	3651	18751
163	3670	18709
164	3689	18672
165	3707	18627
166	3725	18584
167	3745	18549
168	3765	18513
169	3786	18488
170	3804	18443
171	3822	18402
172	3841	18364
173	3862	18333
174	3879	18290
175	3900	18261
176	3918	18220
177	3936	18178
178	3955	18141
179	3974	18103
180	3992	18064
181	4011	18027
182	4029	17989
183	4051	17968
184	4071	17936
185	4090	17900
186	4108	17863
187	4127	17826
188	4145	17789
189	4165	17758
190	4186	17732
191	4204	17692
192	4222	17657
193	4240	17617
194	4257	17577
195	4276	17540
196	4298	17523
197	4319	17495
198	4336	17456
199	4355	17420
200	4374	17387
201	4397	17370
202	4415	17337
203	4433	17299
204	4453	17272
205	4472	17238
206	4490	17201
207	4512	17183
208	4530	17144
209	4548	17110
210	4567	17078
211	4586	17048
212	4606	17018
213	4624	16985
214	4642	16952
215	4661	16920
216	4679	16885
217	4699	16856
218	4717	16824
219	4735	16788
220	4752	16753
221	4774	16730
222	4791	16694
223	4809	16662
224	4829	16635
225	4850	16612
226	4871	16589
227	4889	16554
228	4909	16530
229	4929	16501
230	4947	16470
231	4965	16437
232	4984	16408
233	5005	16386
234	5023	16353
235	5042	16322
236	5060	16291
237	5078	16260
238	5096	16228
239	5119	16213
240	5138	16184
241	5158	16156
242	5175	16123
243	5193	16090
244	5212	16062
245	5231	16035
246	5254	16018
247	5272	15987
248	5289	15953
249	5308	15925
250	5327	15898
251	5349	15877
252	5366	15846
253	5385	15818
254	5404	15790
255	5423	15762
256	5445	15742
257	5466	15720
258	5483	15688
259	5503	15662
260	5521	15633
261	5539	15603
262	5562	15588
263	5580	15558
264	5601	15536
265	5620	15508
266	5638	15479
267	5662	15467
268	5683	15443
269	5701	15415
270	5720	15387
271	5740	15364
272	5760	15341
273	5781	15318
274	5800	15293
275	5818	15262
276	5835	15232
277	5856	15209
278	5874	15181
279	5894	15157
280	5912	15128
281	5930	15100
282	5949	15073
283	5966	15043
284	5988	15024
285	6006	14996
286	6025	14968
287	6044	14944
288	6062	14915
289	6080	14887
290	6102	14867
291	6121	14842
292	6139	14815
293	6156	14784
294	6173	14754
295	6194	14732
296	6212	14704
297	6230	14676
298	6248	14650
299	6267	14624
300	6289	14605
301	6309	14582
302	6327	14554
303	6345	14527
304	6362	14497
305	6381	14473
306	6400	14447
307	6419	14422
308	6438	14397
309	6457	14373
310	6475	14345
311	6494	14320
312	6513	14295
313	6532	14271
314	6550	14243
315	6567	14214
316	6585	14189
317	6603	14162
318	6622	14138
319	6641	14112
320	6658	14084
321	6676	14058
322	6695	14032
323	6714	14008
324	6734	13986
325	6753	13962
326	6770	13934
327	6791	13914
328	6809	13888
329	6829	13866
330	6851	13847
331	6868	13820
332	6889	13799
333	6907	13773
334	6927	13751
335	6946	13728
336	6965	13702
337	6984	13680
338	7004	13656
339	7021	13630
340	7040	13605
341	7059	13581
342	7077	13556
343	7095	13531
344	7113	13505
345	7131	13479
346	7149	13454
347	7171	13435
348	7188	13409
349	7206	13383
350	7224	13358
351	7244	13336
352	7264	13314
353	7285	13294
354	7303	13270
355	7322	13245
356	7339	13219
357	7356	13192
358	7377	13173
359	7396	13148
360	7414	13123
361	7432	13099
362	7449	13071
363	7467	13047
364	7486	13024
365	7504	13000
366	7523	12975
367	7541	12951
368	7558	12924
369	7580	12907
370	7600	12886
371	7619	12862
372	7638	12840
373	7656	12815
374	7674	12790
375	7697	12773
376	7716	12751
377	7757	12764
378	7782	12751
379	7806	12736
380	7830	12721
381	7851	12701
382	7873	12683
383	7896	12667
384	7919	12651
385	7938	12627
386	7956	12602
387	7976	12581
388	7995	12557
389	8015	12536
390	8034	12514
391	8052	12489
392	8073	12470
393	8092	12447
394	8111	12423
395	8130	12400
396	8147	12375
397	8166	12351
398	8183	12326
399	8201	12301
400	8222	12282
401	8240	12258
402	8260	12237
403	8280	12215
404	8298	12191
405	8320	12174
406	8338	12149
407	8357	12126
408	8375	12101
409	8392	12077
410	8411	12053
411	8432	12035
412	8452	12013
413	8470	11989
414	8488	11966
415	8507	11943
416	8527	11922
417	8545	11898
418	8566	11879
419	8584	11854
420	8603	11832
421	8622	11809
422	8640	11786
423	8658	11762
424	8676	11738
425	8694	11715
426	8716	11696
427	8734	11673
428	8754	11652
429	8772	11628
430	8790	11604
431	8809	11582
432	8831	11564
433	8851	11543
434	8868	11519
435	8889	11499
436	8907	11475
437	8925	11451
438	8944	11429
439	8967	11412
440	8985	11389
441	9004	11367
442	9022	11344
443	9040	11320
444	9063	11304
445	9082	11281
446	9100	11258
447	9117	11234
448	9134	11210
449	9154	11188
450	9176	11170
451	9195	11148
452	9213	11125
453	9236	11107
454	9256	11087
455	9276	11066
456	9295	11044
457	9312	11020
458	9329	10996
459	9348	10974
460	9367	10952
461	9387	10932
462	9406	10910
463	9424	10887
464	9444	10865
465	9461	10842
466	9480	10820
467	9505	10805
468	9527	10786
469	9548	10767
470	9572	10750
471	9592	10730
472	9611	10709
473	9632	10689
474	9653	10669
475	9670	10646
476	9692	10627
477	9711	10605
478	9730	10583
479	9750	10563
480	9768	10540
481	9787	10518
482	9807	10497
483	9826	10475
484	9844	10453
485	9862	10430
486	9882	10409
487	9900	10387
488	9919	10365
489	9937	10343
490	9955	10320
491	9973	10298
492	9990	10274
493	10008	10251
494	10033	10236
495	10051	10213
496	10069	10190
497	10087	10168
498	10105	10145
499	10123	10123
500	10141	10100
501	10160	10080
502	10178	10057
503	10197	10035
504	10215	10012
505	10236	9994
506	10254	9971
507	10271	9948
508	10291	9927
509	10309	9905
510	10328	9883
511	10348	9863
512	10367	9841
513	10385	9819
514	10402	9796
515	10424	9777
516	10441	9754
517	10461	9734
518	10479	9712
519	10497	9690
520	10515	9667
521	10533	9645
522	10553	9624
523	10571	9603
524	10589	9581
525	10607	9558
526	10626	9537
527	10643	9514
528	10662	9493
529	10681	9472
530	10699	9449
531	10717	9427
532	10736	9406
533	10754	9385
534	10774	9364
535	10791	9341
536	10808	9319
537	10829	9299
538	10847	9277
539	10867	9257
540	10887	9237
541	10905	9215
542	10923	9193
543	10940	9170
544	10960	9150
545	10980	9130
546	10999	9109
547	11018	9087
548	11036	9066
549	11053	9043
550	11073	9023
551	11091	9001
552	11108	8978
553	11125	8956
554	11143	8934
555	11163	8914
556	11182	8894
557	11200	8871
558	11220	8851
559	11237	8829
560	11255	8808
561	11275	8787
562	11294	8766
563	11313	8745
564	11330	8723
565	11348	8701
566	11367	8680
567	11385	8659
568	11404	8638
569	11422	8616
570	11440	8595
571	11458	8573
572	11476	8552
573	11496	8531
574	11514	8510
575	11534	8490
576	11551	8468
577	11570	8447
578	11590	8427
579	11612	8409
580	11629	8387
581	11646	8364
582	11666	8344
583	11684	8322
584	11702	8301
585	11722	8281
586	11739	8259
587	11758	8239
588	11776	8217
589	11794	8195
590	11812	8174
591	11831	8154
592	11850	8133
593	11869	8112
594	11887	8091
595	11905	8070
596	11926	8050
597	11943	8029
598	11962	8008
599	11979	7986
600	11996	7964
601	12019	7946
602	12039	7926
603	12057	7905
604	12074	7883
605	12091	7861
606	12110	7840
607	12129	7820
608	12149	7800
609	12168	7779
610	12185	7757
611	12204	7737
612	12224	7717
613	12243	7696
614	12261	7675
615	12279	7654
616	12296	7633
617	12314	7612
618	12332	7590
619	12352	7571
620	12370	7549
621	12387	7528
622	12407	7508
623	12424	7486
624	12443	7466
625	12465	7447
626	12484	7426
627	12502	7405
628	12519	7384
629	12537	7363
630	12560	7345
631	12578	7323
632	12597	7303
633	12614	7282
634	12632	7261
635	12651	7240
636	12671	7220
637	12692	7201
638	12710	7180
639	12728	7159
640	12748	7139
641	12767	7119
642	12786	7098
643	12808	7080
644	12826	7059
645	12845	7039
646	12864	7018
647	12884	6999
648	12905	6979
649	12924	6959
650	12945	6939
651	12962	6918
652	12982	6898
653	13001	6878
654	13021	6858
655	13040	6838
656	13058	6817
657	13076	6796
658	13096	6776
659	13115	6756
660	13135	6736
661	13154	6716
662	13172	6695
663	13192	6675
664	13214	6657
665	13234	6637
666	13252	6616
667	13270	6595
668	13290	6575
669	13309	6555
670	13328	6534
671	13350	6516
672	13367	6495
673	13386	6474
674	13405	6454
675	13424	6434
676	13444	6414
677	13463	6394
678	13482	6373
679	13502	6354
680	13522	6334
681	13541	6313
682	13561	6294
683	13582	6274
684	13602	6255
685	13622	6235
686	13642	6215
687	13661	6195
688	13679	6174
689	13696	6153
690	13715	6133
691	13737	6114
692	13756	6093
693	13776	6074
694	13793	6053
695	13811	6032
696	13830	6012
697	13848	5991
698	13865	5970
699	13884	5950
700	13902	5929
701	13919	5908
702	13938	5888
703	13960	5869
704	13978	5849
705	13999	5829
706	14017	5809
707	14035	5788
708	14057	5769
709	14075	5749
710	14092	5728
711	14111	5708
712	14130	5687
713	14148	5667
714	14167	5647
715	14186	5626
716	14205	5606
717	14224	5586
718	14241	5565
719	14261	5546
720	14281	5526
721	14298	5505
722	14316	5484
723	14333	5464
724	14352	5443
725	14371	5423
726	14392	5404
727	14410	5384
728	14427	5363
729	14445	5342
730	14464	5322
731	14484	5303
732	14503	5282
733	14522	5262
734	14539	5242
735	14558	5221
736	14576	5201
737	14598	5182
738	14618	5162
739	14635	5142
740	14652	5121
741	14670	5101
742	14689	5081
743	14708	5060
744	14727	5040
745	14745	5020
746	14763	5000
747	14783	4980
748	14804	4961
749	14822	4940
750	14839	4920
751	14858	4900
752	14876	4879
753	14894	4859
754	14914	4839
755	14933	4819
756	14949	4798
757	14967	4778
758	14984	4758
759	15002	4737
760	15025	4718
761	15043	4698
762	15062	4678
763	15079	4658
764	15097	4637
765	15118	4618
766	15138	4598
767	15156	4578
768	15173	4558
769	15195	4538
770	15214	4518
771	15233	4498
772	15253	4479
773	15271	4459
774	15289	4438
775	15307	4418
776	15328	4399
777	15346	4379
778	15365	4359
779	15384	4339
780	15402	4319
781	15420	4298
782	15439	4278
783	15458	4258
784	15476	4238
785	15495	4218
786	15513	4198
787	15533	4178
788	15553	4159
789	15571	4139
790	15595	4120
791	15616	4101
792	15634	4081
793	15654	4061
794	15673	4041
795	15690	4021
796	15709	4001
797	15731	3982
798	15749	3962
799	15769	3942
800	15786	3922
801	15804	3901
802	15824	3882
803	15871	3869
804	15895	3850
805	15917	3831
806	15939	3812
807	15963	3793
808	15991	3775
809	16015	3756
810	16035	3736
811	16053	3716
812	16074	3697
813	16093	3677
814	16112	3657
815	16130	3637
816	16148	3617
817	16166	3596
818	16188	3577
819	16205	3557
820	16225	3537
821	16244	3517
822	16262	3497
823	16281	3477
824	16299	3457
825	16316	3437
826	16333	3416
827	16352	3396
828	16369	3376
829	16394	3357
830	16412	3337
831	16430	3317
832	16448	3297
833	16465	3277
834	16483	3257
835	16506	3238
836	16524	3218
837	16543	3198
838	16560	3177
839	16578	3157
840	16597	3138
841	16617	3118
842	16638	3098
843	16656	3078
844	16676	3058
845	16695	3039
846	16715	3019
847	16735	2999
848	16753	2979
849	16771	2959
850	16793	2940
851	16812	2920
852	16830	2900
853	16851	2880
854	16870	2861
855	16889	2841
856	16908	2821
857	16928	2801
858	16949	2782
859	16967	2762
860	16987	2742
861	17004	2722
862	17023	2702
863	17043	2682
864	17062	2662
865	17082	2643
866	17100	2623
867	17120	2603
868	17139	2583
869	17158	2563
870	17175	2543
871	17198	2524
872	17216	2504
873	17237	2484
874	17255	2465
875	17273	2445
876	17292	2425
877	17310	2405
878	17331	2385
879	17350	2366
880	17369	2346
881	17388	2326
882	17405	2306
883	17425	2286
884	17444	2266
885	17465	2247
886	17486	2227
887	17505	2207
888	17524	2188
889	17543	2168
890	17563	2148
891	17584	2129
892	17601	2109
893	17619	2089
894	17639	2069
895	17656	2049
896	17677	2029
897	17694	2009
898	17712	1989
899	17730	1970
900	17748	1950
901	17770	1930
902	17788	1910
903	17805	1890
904	17824	1871
905	17842	1851
906	17860	1831
907	17880	1811
908	17899	1791
909	17919	1772
910	17937	1752
911	17955	1732
912	17976	1712
913	17995	1693
914	18013	1673
915	18032	1653
916	18050	1633
917	18069	1614
918	18087	1594
919	18106	1574
920	18125	1554
921	18143	1534
922	18165	1515
923	18184	1495
924	18203	1475
925	18222	1456
926	18239	1436
927	18256	1416
928	18274	1396
929	18293	1376
930	18313	1357
931	18330	1337
932	18348	1317
933	18367	1297
934	18389	1278
935	18408	1258
936	18428	1239
937	18446	1219
938	18465	1199
939	18483	1179
940	18503	1160
941	18521	1140
942	18539	1120
943	18558	1100
944	18577	1081
945	18595	1061
946	18615	1041
947	18632	1022
948	18649	1002
949	18668	982
950	18685	962
951	18703	943
952	18724	923
953	18743	903
954	18761	884
955	18780	864
956	18798	844
957	18818	825
958	18837	805
959	18855	785
960	18872	765
961	18889	746
962	18909	726
963	18929	706
964	18946	687
965	18964	667
966	18980	647
967	18998	628
968	19016	608
969	19036	588
970	19054	569
971	19072	549
972	19089	529
973	19118	510
974	19138	490
975	19155	471
976	19174	451
977	19192	431
978	19210	412
979	19227	392
980	19247	372
981	19265	353
982	19282	333
983	19301	313
984	19319	294
985	19339	274
986	19358	254
987	19374	235
988	19391	215
989	19408	196
990	19426	176
991	19447	156
992	19467	137
993	19484	117
994	19503	98
995	19521	78
996	19540	58
997	19564	39
998	19584	19
999	19602	0
